id,description,en,si,ta
v2.event.birth.action.declare.form.section.mother.field.reason.label,This is the label for the field,Reason,කාලය,காரணம்
v2.event.birth.action.declare.form.section.person.field.address.district.label,This is the label for the field,District,දිස්ත්‍රික්කය,மாவட்டம்
v2.event.birth.action.declare.form.section.person.field.address.label,This is the label for the field,Usual place of residence,සාමාන්‍ය වසරේ නිවාසය,வாசிக்கும் இடம்
v2.event.birth.action.declare.form.section.person.field.address.province.label,This is the label for the field,Province,පළාත,மாகாணம்
v2.event.birth.action.declare.form.section.person.field.address.urbanOrRural.label,This is the label for the field,Urban or Rural,නගර හෝ පිහිටි බැවින් පිළිබඳව කරුණු කරන්න.,நகர் அல்லது ஊர்
v2.event.birth.action.declare.form.section.person.field.address.village.label,This is the label for the field,Village,ගමය,கிராமம்
v2.event.birth.action.declare.form.section.person.field.addressHelper.label,This is the label for the field,Usual place of residence,සාමාජික ස්ථානය,வாசிக்கும் இடம்
v2.event.birth.action.declare.form.section.person.field.age.checkbox.label,This is the label for the field,Exact date of birth unknown,උදාහරණයේ පිටපත් දිනය නොදක්වයි,பிறந்த தேதி தெரியவில்லை
v2.event.birth.action.declare.form.section.person.field.age.postfix,This is the postfix for age field,years,වසරයන්,ஆண்டுகள்
v2.event.birth.action.declare.form.section.person.field.age.text.label,This is the label for the field,Age of person,පුද්ගලික වයස්,நபரின் வயது
v2.event.birth.action.declare.form.section.person.field.brn.label,This is the label for the field,National Identity Card No.,ජාතික හැඳුනුම්පත් අංකය,தேசிய அடையாள அட்டை எண்
v2.event.birth.action.declare.form.section.person.field.dob.error,This is the error message for invalid date,Must be a valid birth date,වලංගු උපන් දිනය විසින් විය යුතුය,ஒரு செல்லுபடியாக பிறந்த தேதி இருக்க வேண்டும்.
v2.event.birth.action.declare.form.section.person.field.dob.label,This is the label for the field,Date of birth,උපන්දිනය,பிறந்த தேதி
v2.event.birth.action.declare.form.section.person.field.educationalAttainment.label,This is the label for the field,Level of education,විශ්වාස මට්ටම,கல்வி அளவு
v2.event.birth.action.declare.form.section.person.field.firstname.label,This is the label for the field,First name(s),මුල් නම(විස්තර),முதல் பெயர்(கள்)
v2.event.birth.action.declare.form.section.person.field.idType.label,This is the label for the field,Type of ID,අත්පොටස් වර්ගය,ஐடி வகை
v2.event.birth.action.declare.form.section.person.field.maritalStatus.label,This is the label for the field,Marital Status,විවාහක තත්ත්වය,திருமண நிலை
v2.event.birth.action.declare.form.section.person.field.nationality.label,This is the label for the field,Nationality,ජාතිකත්වය,தேசியம்
v2.event.birth.action.declare.form.section.person.field.nid.label,This is the label for the field,National Identity Card No.,ජාතික හැඳුනුම්පත් අංකය,தேசிய அடையாள அட்டை எண்
v2.event.birth.action.declare.form.section.person.field.occupation.label,This is the label for the field,Occupation,ආත්මය,பணி
v2.event.birth.action.declare.form.section.person.field.passport.label,This is the label for the field,National Identity Card No.,ජාතික හැඳුනුම්පත් අංකය,தேசிய அடையாள அட்டை எண்
v2.event.birth.action.declare.form.section.person.field.surname.label,This is the label for the field,Last name,අවසන් නම,கடைசி பெயர்
v2.event.birth.action.declare.form.version.1,This is the first version of the form,Version 1,සංස්කරණය 1,பதிப்பு 1
v2.event.birth.action.declare.label,This is shown as the action name anywhere the user can trigger the action from,Declare,නියමිත කරන්න,அறிக்கை
v2.event.birth.label,This is what this event is referred as in the system,Birth,උපන්දිනය,பிறப்பு
v2.event.birth.summary.child.dob.empty,Label for date of birth not available,No date of birth,උපන්දිනය නැත,பிறந்த தேதி இல்லை
v2.event.birth.summary.child.dob.label,Label for date of birth,Date of birth,උපන්දිනය,பிறந்த தேதி
v2.event.birth.summary.child.dob.value,This is the dob value of the child,{child.dob},{child.dob},{child.dob}
v2.event.birth.summary.child.placeOfBirth.empty,Label for place of birth not available,No place of birth,No place of birth,No place of birth
v2.event.birth.summary.child.placeOfBirth.label,Label for place of birth,Place of birth,උපන් ගවේදය,பிறந்த இடம்
v2.event.birth.summary.child.placeOfBirth.value,This is the place of birth value of the child,"{child.placeOfBirth, select, PRIVATE_HOME {{child.address.privateHome.addressType, select, DOMESTIC {{child.address.privateHome.district}, {child.address.privateHome.province}, {child.address.privateHome.country}}other {{child.address.privateHome.district2}, {child.address.privateHome.state}, {child.address.privateHome.country}}}} OTHER {{child.address.other.addressType, select, DOMESTIC {{child.address.other.district}, {child.address.other.province}, {child.address.other.country}}other {{child.address.other.district2}, {child.address.other.state}, {child.address.other.country}}}} other {{child.birthLocation}}}","{child.placeOfBirth, select, PRIVATE_HOME {{child.address.privateHome.addressType, select, DOMESTIC {{child.address.privateHome.district}, {child.address.privateHome.province}, {child.address.privateHome.country}}other {{child.address.privateHome.district2}, {child.address.privateHome.state}, {child.address.privateHome.country}}}} OTHER {{child.address.other.addressType, select, DOMESTIC {{child.address.other.district}, {child.address.other.province}, {child.address.other.country}}other {{child.address.other.district2}, {child.address.other.state}, {child.address.other.country}}}} other {{child.birthLocation}}}","{child.placeOfBirth, select, PRIVATE_HOME {{child.address.privateHome.addressType, select, DOMESTIC {{child.address.privateHome.district}, {child.address.privateHome.province}, {child.address.privateHome.country}}other {{child.address.privateHome.district2}, {child.address.privateHome.state}, {child.address.privateHome.country}}}} OTHER {{child.address.other.addressType, select, DOMESTIC {{child.address.other.district}, {child.address.other.province}, {child.address.other.country}}other {{child.address.other.district2}, {child.address.other.state}, {child.address.other.country}}}} other {{child.birthLocation}}}"
v2.event.birth.summary.informant.contact.empty,This is shown when there is no informant information,No contact details provided,සදහා දුරකතන අංක සපයා නොමැත,தொடர்பு விவரங்கள் வழங்கப்படவில்லை
v2.event.birth.summary.informant.contact.label,This is the label for the informant information,Contact,ඇමතුම්කරන්න,தொடர்பு
v2.event.birth.summary.informant.contact.value,This is the contact value of the informant,{informant.phoneNo} {informant.email},{informant.phoneNo} {informant.email},{informant.phoneNo} {informant.email}
v2.event.birth.summary.title,This is the title of the summary,{child.firstname} {child.surname},{child.firstname} {child.surname},{child.firstname} {child.surname} என்று அழைக்கப்படுகின்றன.
v2.event.birth.workqueue.all.name.label,Label for name in all workqueue,{child.surname} {child.firstname},{child.firstname} {child.surname},{child.surname} {child.firstname}
v2.event.default.action.certificate.form.section.who.field.surname.label,This is the label for the field,Type,ටයිප් කරන්න.,வகை
v2.event.default.action.certificate.template.type.label,Select certificate template,Type,ටයිප් කරන්න,வகை
v2.event.history.markAsDuplicate,,Marked as a duplicate,අනුමත ලකුණු ලක් කර ඇත්තේ,நகலாக குறிக்கப்பட்டது
v2.event.history.role,Label for the role in event history,"{role, select, LOCAL_REGISTRAR {Local Registrar} SOCIAL_WORKER {Field Agent} REGISTRATION_AGENT {Registration Agent} other {Unknown}}","{role, select, LOCAL_REGISTRAR {දේශීය ලිපිටාවි} SOCIAL_WORKER {ක්‍රියා නිලධාරි} REGISTRATION_AGENT {ලියාපදිංචි} other {නොදත්}}","{role, select, LOCAL_REGISTRAR {உள்ளூர் பதிவுதலையர்} SOCIAL_WORKER {புலம்பொருள் முதலாளி} REGISTRATION_AGENT {பதிவு முதலாளி} other {அறியப்படாதவர்}}"
v2.event.summary.event.label,Label for the event field,Event,උදව්,நிகழ்வு
v2.event.summary.event.value,Value for the event field,{eventLabel},{eventLabel},{eventLabel}
v2.event.summary.registrationNumber.empty,No registration number message,No registration number,ලියාපදිංචි අංකය නොමැතිව ඇත.,பதிவு எண் இல்லை.
v2.event.summary.registrationNumber.label,Label for the registration number field,Registration Number,ලියාපදිංචි අංකය,பதிவு எண்
v2.event.summary.registrationNumber.value,Value for the registration number field,{event.registrationNumber},{සිසු.ලියාපදිංචි.සංඛ්‍යාංකරණය},{event.registrationNumber} என்பது பதிவு எண் ஆகும்.
v2.event.summary.status.label,Label for the status field,Status,තරඟකාරීත්වය,நிலை
v2.event.summary.status.value,Value for the status field,"{event.status, select, CREATED {Draft} NOTIFIED {Incomplete} VALIDATED {Validated} DRAFT {Draft} DECLARED {Declared} REGISTERED {Registered} REJECTED {Requires update} ARCHIVED {Archived} MARKED_AS_DUPLICATE {Marked as a duplicate} other {Unknown}}","{event.status, select, CREATED {කළ ප්‍රමාණය} NOTIFIED {අසම්පූර්ණ} VALIDATED {සාදන ලද} DRAFT {කළ ප්‍රමාණය} DECLARED {දායක කරන ලද} REGISTERED {ලියාපදිංචි කරන ලද} REJECTED {යළි යොමු කිරීමට අවශ්‍ය} ARCHIVED {ගත් ප්‍රමාණය} MARKED_AS_DUPLICATE {අනුපිටපත් කරන ලද} other {නොදන්න}}","{event.status, select, CREATED {உத்தரவாக} NOTIFIED {முடிவுற்றது} VALIDATED {சரிபார்க்கப்பட்டது} DRAFT {உத்தரவாக} DECLARED {அறிக்கை செய்யப்பட்டது} REGISTERED {பதிவுசெய்யப்பட்டது} REJECTED {புதுப்பிக்க தேவை} ARCHIVED {பதிவுசெய்யப்பட்டது} MARKED_AS_DUPLICATE {நகலாக குறிக்கப்பட்டது} other {அறியப்படாதது}}"
v2.event.summary.trackingId.empty,Message when tracking ID is empty,No tracking ID,අටවන් හිමිකරුගේ ID නොමැතිව ඇත.,கண்காணும் ஐடி இல்லை.
v2.event.summary.trackingId.label,Label for the tracking ID field,Tracking ID,දල්ෆ් කිරීමේ හැඳුනුම්පත්කරණය,கண்காணிப்பு ஐடி
v2.event.summary.trackingId.value,Value for the tracking ID field,{event.trackingId},{event.trackingId} යන්න ලෙස ප්‍රකාශයක් වෙනස් කරන්න.,{event.trackingId} என்பது மொழிபெயர்ப்பு செய்யப்பட்டுள்ளது.
v2.event.tennis-club-membership.action.certificate.form.label,This is what this form is referred as in the system,Tennis club membership certificate collector,ටෙනිස් සමාගම සාමාන්‍ය සහාය එළිදගත් ප්‍රපෝෂණයේ එකතු කිරීමේ සහායක්,டென்னிஸ் கிளப் உறுதிப்படி சேகரி
v2.event.tennis-club-membership.action.certificate.form.review.title,Title of the form to show in review page,Member certificate collector for {firstname} {surname},{firstname} {surname} සඳහා සාමාජික සහයෝගී ගොනු එක්තරගත කිරීමේ අයිතියක්,{firstname} {surname} க்கான உறுதிப் பத்தியை சேகரிப்பவர்
v2.event.tennis-club-membership.action.certificate.form.section.requester.informant.label,This is the label for the field,Print and issue Informant,දැන්ම මුද්‍රණය කිරීම සහ නිවේදනය දෙනු ඇත.,அறிக்கை அச்சுறுத்தி வெளியிடுக.
v2.event.tennis-club-membership.action.certificate.form.section.requester.label,This is the label for the field,Requester,අවශ්‍යයි,கோரிப்பர்
v2.event.tennis-club-membership.action.certificate.form.section.requester.other.label,This is the label for the field,Print and issue someone else,මුදා හා නික්ම කරන්න,அச்சுக்கு அச்சு செய்யுங்கள்
v2.event.tennis-club-membership.action.certificate.form.section.requester.printInAdvance.label,This is the label for the field,Print in advance,අතින් මුදා දැමීමට ප්‍රින්ට් කරන්න.,முன்பே அச்சிடுங்கள்
v2.event.tennis-club-membership.action.certificate.form.section.who.title,This is the title of the section,Print certified copy,සහත් ප්‍රභාවිත ප්‍රාථමිකයාගේ ප්‍රිනාමික ප්‍රාථමිකයාට ප්‍රිනාමිකයාගේ ප්‍රිනාමිකයාට මුද්‍රණය කරන්න.,சான்றிதழில் அசல் பிரிக்கவும்
v2.event.tennis-club-membership.action.certificate.form.version.1,This is the first version of the form,Version 1,සංස්කරණය 1,பதிப்பு 1
v2.event.tennis-club-membership.action.collect-certificate.label,This is shown as the action name anywhere the user can trigger the action from,Print certificate,සහතිකය මුද්‍රණය කරන්න,சான்றிதழை அச்சிடவும்
v2.event.tennis-club-membership.action.declare.form.label,This is what this form is referred as in the system,Tennis club membership application,ටෙනිස් ස්ථාන සාවද්‍ය අයදුම්පත,டென்னிஸ் கிளப் உறுதிப்படுத்துதல் விண்ணப்பு
v2.event.tennis-club-membership.action.declare.form.review.title,Title of the form to show in review page,"{applicant.firstname, select, __EMPTY__ {Member declaration} other {{applicant.surname, select, __EMPTY__ {Member declaration} other {Member declaration for {applicant.firstname} {applicant.surname}}}}}","{applicant.firstname, select, __EMPTY__ {සාමාජික ප්‍රලේඛනය} other {{applicant.surname, select, __EMPTY__ {සාමාජික ප්‍රලේඛනය} other {{applicant.firstname} {applicant.surname} සඳහා සාමාජික ප්‍රලේඛනය}}}}","{applicant.firstname, select, __EMPTY__ {உறுதிப்படுத்துபவர் அறிக்கை} other {{applicant.surname, select, __EMPTY__ {உறுதிப்படுத்துபவர் அறிக்கை} other {{applicant.firstname} {applicant.surname} க்கான உறுதிப்படுத்துபவர் அறிக்கை}}}}"
v2.event.tennis-club-membership.action.declare.form.section.recommender.field.firstname.label,This is the label for the field,Recommender's first name,නියෝජනාවේ මුල් නම,பரிந்துரையாளரின் முதல் பெயர்
v2.event.tennis-club-membership.action.declare.form.section.recommender.field.id.label,This is the label for the field,Recommender's membership ID,නියෝජනයාගේ සාමාන්‍ය සහාය අංකය,பரிந்துரையாளரின் உறுப்பினர் ஐடி
v2.event.tennis-club-membership.action.declare.form.section.recommender.field.none.label,This is the label for the field,No recommender,අන්තර්ක්‍රියයි,பரிந்துரிக்குந்தவர் இல்லை
v2.event.tennis-club-membership.action.declare.form.section.recommender.field.surname.label,This is the label for the field,Recommender's surname,නියෝජනාවේ පෙරටුගේ වර්ගය,பரிந்துரையாளரின் குடும்பப் பெயர்
v2.event.tennis-club-membership.action.declare.form.section.recommender.title,This is the title of the section,Who is recommending the applicant?,ඇයින් සඳහන් කරන්නේ කුමරුද?,விண்ணப்பரை யார் பரிந்துரைக்கின்றார்?
v2.event.tennis-club-membership.action.declare.form.section.who.field.address.label,This is the label for the field,Applicant's address,අයිතිකයාගේ ලිපිනය,விண்ணப்பரின் முகவரி
v2.event.tennis-club-membership.action.declare.form.section.who.field.dob.error,This is the error message for invalid date,Must be a valid birth date,වලංගු උපන් දිනය විය යුතු යැයි යළි පෙළගැස්මක් විය යුතුය.,ஒரு செல்லுபடியாக பிறந்த தேதி இருக்க வேண்டும்.
v2.event.tennis-club-membership.action.declare.form.section.who.field.dob.label,This is the label for the field,Applicant's date of birth,අයියාට්ගේ උපන් දිනය,விண்ணப்பரின் பிறந்த தேதி
v2.event.tennis-club-membership.action.declare.form.section.who.field.firstname.label,This is the label for the field,Applicant's first name,අයියාටේ මුල් නම,விண்ணப்பரின் முதல் பெயர் {name}
v2.event.tennis-club-membership.action.declare.form.section.who.field.image.label,This is the label for the field,Applicant's profile picture,අයියන්ගේ පැතිකඩ රූපය,விண்ணப்பரின் சுயவிவர படம்
v2.event.tennis-club-membership.action.declare.form.section.who.field.surname.label,This is the label for the field,Applicant's surname,අයිපන්ට්ස් ප්‍රාචරය,விண்ணப்பரின் குடும்பப் பெயர்
v2.event.tennis-club-membership.action.declare.form.section.who.title,This is the title of the section,Who is applying for the membership?,මෙම සාමාජිකයා කුමන්ත්‍රයාට අයදුම් කරමු ද?,யார் உறுதியாளராக விண்ணப்பிக்கிறார்?
v2.event.tennis-club-membership.action.declare.form.version.1,This is the first version of the form,Version 1,සංස්කරණය 1,பதிப்பு 1
v2.event.tennis-club-membership.action.declare.label,This is shown as the action name anywhere the user can trigger the action from,Send an application,අයිතිය යවන්න,ஒரு விண்ணப்பை அனுப்புங்கள்.
v2.event.tennis-club-membership.action.delete.label,This is shown as the action name anywhere the user can trigger the action from,Delete draft,කකුල් ඉවත් කරන්න,வரையறுக்கவும்
v2.event.tennis-club-membership.action.form.section.alienNumberDetails.label,Field for entering Alien Number details,Alien Number Details,දෛශූ අංකය විස්තරයන්,ஏலியன் எண் விவரங்கள்
v2.event.tennis-club-membership.action.form.section.drivingLicenseDetails.label,Field for entering Driving License details,Driving License Details,රියදුරු බලපත් විස්තරයන්,ஓட்டு அனுமதிவிவரங்கள்
v2.event.tennis-club-membership.action.form.section.firstName.label,This is the label for the first name field,First Name,මුල් නම,முதல் பெயர்
v2.event.tennis-club-membership.action.form.section.idType.alienNumber.label,Option for selecting Alien Number as the ID type,Alien Number,ද්විතියි අංකය,ஏலியன் எண்
v2.event.tennis-club-membership.action.form.section.idType.drivingLicense.label,Option for selecting Driving License as the ID type,Driving License,රියදුරු බලපත්රය,ஓட்டு அனுமதிப்பத்தில்
v2.event.tennis-club-membership.action.form.section.idType.label,This is the label for selecting the type of ID,Select Type of ID,අනෙකුත් ID වර්ගය තෝරන්න,ஐடி வகையைத் தேர்ந்தெடுக்கவும்.
v2.event.tennis-club-membership.action.form.section.idType.noId.label,Option for selecting No ID as the ID type,No ID,අංකය නැත,ஐடி இல்லை
v2.event.tennis-club-membership.action.form.section.idType.other.label,Option for selecting Other as the ID type,Other,අමතර,மற்றொரு
v2.event.tennis-club-membership.action.form.section.idType.passport.label,Option for selecting Passport as the ID type,Passport,ගුවන් ලේඛනය,கடவுச்சீட்டு
v2.event.tennis-club-membership.action.form.section.idType.refugeeNumber.label,Option for selecting Refugee Number as the ID type,Refugee Number,පරිවෘත අංකය,அவர்கள் படையில் உள்ள புலம்
v2.event.tennis-club-membership.action.form.section.idTypeOther.label,Field for entering ID type if Other is selected,Other ID Type (if applicable),වෙනත් හැඳුනුම් වර්ගය (අත්‍යවශ්‍ය වූ වන්නේ),பிற ஐடி வகை (பொருநர் பொருநராக இரும் போது)
v2.event.tennis-club-membership.action.form.section.lastName.label,This is the label for the last name field,Last Name,අවසන් නම,கடைசி பெயர்
v2.event.tennis-club-membership.action.form.section.passportDetails.label,Field for entering Passport details,Passport Details,පහසුකම් විස්තරයන්,கடவுச்சீட்டு விவரங்கள்
v2.event.tennis-club-membership.action.form.section.refugeeNumberDetails.label,Field for entering Refugee Number details,Refugee Number Details,පුරවැසි අංක විස්තරයන්,அவர்களின் அடையாள எண்கள்
v2.event.tennis-club-membership.action.form.section.relationshipToMember.label,This is the label for the relationship to member field,Relationship to Member,සාමාජිකත්වය {name} සඳහා,உறுதியான உறுதியாளர்
v2.event.tennis-club-membership.action.form.section.signedAffidavit.label,This is the label for uploading a signed affidavit,Signed Affidavit (Optional),අත්සන් පිළිබඳව ලියාපදිංචිය (විකල්ප),கையொப்பம் செய்யப்பட்ட சான்றிதழ் (விரும்பினால்)
v2.event.tennis-club-membership.action.register.label,This is shown as the action name anywhere the user can trigger the action from,Register,ලියාපදිංචියට ලියන්න,பதிவு செய்க
v2.event.tennis-club-membership.action.requestCorrection.form.section.corrector,This is the title of the section,Correction requester,සංස්කරණය ඉල්ලීමේදී,திருத்தல் கோருந்துவிடும் வேண்டுகோள்
v2.event.tennis-club-membership.action.requestCorrection.form.section.verify,This is the title of the section,Verify their identity,ඔව්හි තහවුරු කරන්නේදැයි ප්‍රතික්ෂේප කරන්න.,அவர்கள் அவர்கள் அடையாளத்தை சரிபார்க்கவும்.
v2.event.tennis-club-membership.action.requestCorrection.label,This is shown as the action name anywhere the user can trigger the action from,Request correction,විස්තරය ඉල්ලීමක් කරනවා,திருத்தம் கோரப்படுகிறது
v2.event.tennis-club-membership.action.sdf.label,This is shown as the action name anywhere the user can trigger the action from,My custom action,මගේ සැකසුම,எனது தனிப்பட்ட செயல்
v2.event.tennis-club-membership.action.validate.label,This is shown as the action name anywhere the user can trigger the action from,Validate,තහවුරු කරන්න,சரிபார்க்கவும்
v2.event.tennis-club-membership.label,This is what this event is referred as in the system,Tennis club membership application,ටෙනිස් සමාගම් අයිතිකාරීතා සහිතවාදීම,டென்னிஸ் கிளப் உறுதிப்படுத்துதல் விண்ணப்பு
v2.event.tennis-club-membership.search,This is what this event is referred as in the system,Tennis club registration search,ටෙනිස් සාමාන්‍ය ලියාපදිංචි සෙවීම,டென்னிஸ் கிளப் பதிவு தேடல்
v2.event.tennis-club-membership.summary.field.applicant.firstname.empty,Shown when the applicant's first name is missing in summary,Applicant's first name missing,ඇයිට්ස් පළමු නම අසාර්ථකයි,விண்ணப்பரின் முதல் பெயர் இல்லை
v2.event.tennis-club-membership.summary.field.applicant.firstname.label,Label for the applicant's first name field,Applicant's First Name,අයියාටේ මුල් නම,விண்ணப்பரின் முதல் பெயர்
v2.event.tennis-club-membership.summary.field.applicant.firstname.value,Value for the applicant's first name field,{applicant.firstname},{applicant.firstname} යන්නා,{applicant.firstname} என்ற பெயரை மொழிபெயர்க்கவும்.
v2.event.tennis-club-membership.summary.field.applicant.surname.empty,Shown when the surname is missing in summary,Applicant's surname missing,අයිකන්ට්ස් හිමිකරුවාගේ නම අසාර්ථකයි,விண்ணப்பரின் குடும்பப் பெயர் காணப்படவில்லை
v2.event.tennis-club-membership.summary.field.applicant.surname.label,Label for the applicant's surname field,Applicant's Surname,අයියන්ගේ ප්‍රාචනායකයා,விண்ணப்பரின் குடும்பப் பெயர்
v2.event.tennis-club-membership.summary.field.applicant.surname.value,Value for the applicant's surname field,{applicant.surname},{applicant.surname} යන්න,{applicant.surname}
v2.event.tennis-club-membership.summary.field.firstname.label,Label for the given field on form.,First name,මුල් නම,முதல் பெயர்
v2.event.tennis-club-membership.summary.field.firstname.value,Value for the matching field on form.,{applicant.firstname},{applicant.firstname} යන්නා,{applicant.firstname} என்ற பெயரைக் கொண்டது.
v2.event.tennis-club-membership.summary.field.recommender.firstname.empty,Shown when the recommender first name is missing in summary,Recommender's first name missing,නිවාඩුවේ පළමු නම අසාර්ථකයි,பரிந்துரையரின் முதல் பெயர் இல்லை
v2.event.tennis-club-membership.summary.field.recommender.firstname.label,Label for the recommender's first name field,Recommender's First Name,නිවාඩුවේ මුල් නම,பரிந்துரையரின் முதல் பெயர்
v2.event.tennis-club-membership.summary.field.recommender.firstname.value,Value for the recommender's first name field,{recommender.firstname},{recommender.firstname} යන්න,{recommender.firstname} என்று அழைக்கப்படுகிறார்.
v2.event.tennis-club-membership.summary.field.recommender.id.empty,Shown when the recommender id is missing in summary,Recommender's id missing,නියෝජනය කිරීමේ හැඳුනුම් සංඛ්‍යාව අසාර්ථකයි,பரிந்துரிக்குநரின் ஐடி இல்லை
v2.event.tennis-club-membership.summary.field.recommender.id.label,Label for the recommender's ID field,Recommender's ID,Recommender's ID,Recommender's ID
v2.event.tennis-club-membership.summary.field.recommender.id.value,Value for the recommender's ID field,{recommender.id},{recommender.id} යන්නෙන් අනුමැතියක් වෙනස් කරන්න.,{பரிந்துரிக்குநர்.ஐடி}
v2.event.tennis-club-membership.summary.field.recommender.surname.empty,Shown when the recommender surname is missing in summary,Recommender's surname missing,නියෝජනාවේ පෙරටු නම අසාර්ථකයි,பரிந்துரையாளரின் குடியிருப்பு இல்லை
v2.event.tennis-club-membership.summary.field.recommender.surname.label,Label for the recommender's surname field,Recommender's Surname,නියෝජනාවේ ප්‍රාචරිත්ගේ වර්ගය,பரிந்துரையாளின் குடியிருப்பு
v2.event.tennis-club-membership.summary.field.recommender.surname.value,Value for the recommender's surname field,{recommender.surname},{recommender.surname},{recommender.surname}
v2.event.tennis-club-membership.summary.title.label,Label for the summary title of the tennis club membership,Membership Summary,සාමාජික සාර්ථකතාව,உறுப்பினர் சுருக்கம்
v2.event.tennis-club-membership.workqueue.all.name.label,Label for the 'All' work queue filter for tennis club membership,{applicant.firstname} {applicant.surname},{applicant.firstname} {applicant.surname},{applicant.firstname} {applicant.surname}
v2.event.tennis-club-membership.workqueue.readyForReview.name.label,Label for 'Ready for Review' work queue for tennis club membership,Ready for Review,සමාවෙන්න සදාචාරය සදහා,பரிசோதனைக்கு தயாராக உள்ளேன்
v2.event.tennis-club-membership.workqueue.registered.name.label,Label for 'Registered' work queue for tennis club membership,Registered,ලියාපදිංචිය කර ඇත්තේ,பதிவு செய்யப்பட்டது
v2.events.history.status,Events status history,"{status, select, CREATE {Draft} VALIDATE {Validated} DRAFT {Draft} DECLARE {Declared} REGISTER {Registered} PRINT_CERTIFICATE {Print certificate} REJECT {Rejected} ARCHIVED {Archived} MARKED_AS_DUPLICATE {Marked as a duplicate} READ {Viewed} ASSIGN {Assigned} UNASSIGN {Unassigned} other {Unknown}}","{status, select, CREATE {කාර්යය} VALIDATE {වලංගු කරනවා} DRAFT {කළ පාඩු} DECLARE {වාර්යය කරනවා} REGISTER {ලියාපදිංචි කරනවා} PRINT_CERTIFICATE {සහතිකය මුද්‍රණය කරනවා} REJECT {ප්‍රතික්ෂේප කරනවා} ARCHIVED {ගත් පිටපත} MARKED_AS_DUPLICATE {අනුපිටපත කරනවා} READ {පෙන්වනවා} ASSIGN {පැවරීම} UNASSIGN {අන්තරීම} other {නොදන්න}}","{status, select, CREATE {உருவாக்குக} VALIDATE {செருக்குக} DRAFT {வரையறை} DECLARE {அறிக்கை செய்} REGISTER {பதிவு செய்} PRINT_CERTIFICATE {சான்றிதழ் அச்சிடு} REJECT {நிராகரி} ARCHIVED {பதிப்புச் சேமிக்கப்பட்டது} MARKED_AS_DUPLICATE {நகலாக குறிக்கப்பட்டது} READ {படிக்கப்பட்டது} ASSIGN {ஒதுக்கீடு செய்} UNASSIGN {ஒதுக்கீடு நீக்கு} other {அறியப்படாது}}"
v2.events.status,Dynamic event status,"{status, select, OUTBOX {Syncing..} CREATED {Draft} VALIDATED {Validated} DRAFT {Draft} DECLARED {Declared} REGISTERED {Registered} other {Unknown}}","{status, select, OUTBOX {සන්නිවේදනය කෙරුම් කෙරේ..} CREATED {කාලසීම} VALIDATED {වලංගු කරන ලදි} DRAFT {කාලසීම} DECLARED {ප්‍රකාශ කරන ලදි} REGISTERED {ලියාපදිංචි කරන ලදි} other {නොදත්තනු}}","{status, select, OUTBOX {ஒப்பந்தம்..} CREATED {வரையறு} VALIDATED {செல்லுபடியாக்கப்பட்டது} DRAFT {வரையறு} DECLARED {அறிக்கை செய்யப்பட்டது} REGISTERED {பதிவுசெய்யப்பட்டது} other {அறியப்படாதது}}"
v2.exitModal.cancel,Modal cancel button,Cancel,අවලංගු කරන්න,ரத்து செய்
v2.exitModal.exitWithoutSaving,exitmodal without saving label,Exit without saving changes?,වෙනස් සුරකින්නේද?,மாற்றங்களை சேமிக்காதே வெளியேற வேண்டுமா?
v2.exitModal.exitWithoutSavingDescription,exitmodal without saving  description,You have unsaved changes on your declaration form. Are you sure you want to exit without saving?,ඔබගේ ප්‍රකාශ පත්‍රයේ අසුරු වෙනස් ඇත. සුරකින්නේ ඔබ සුරැකීම් සිදු කිරීමට අවශ්‍යද?,உங்கள் பேரவை படிவத்தில் சேமிக்கப்படாத மாற்றங்கள் உள்ளன. சேமிக்காது வெளியேற வேண்டுமா?
v2.field.address.addressLine1.label,This is the label for the field,Address Line 1,ලිපිනය පේළි 1,முகவரி வரிக் 1
v2.field.address.addressLine2.label,This is the label for the field,Address Line 2,ලිපිනය පේළිය 2,முகவரி வரி 2
v2.field.address.addressLine3.label,This is the label for the field,Address Line 3,ලිපිනය පේළිය 3,முகவரி வரி 3
v2.field.address.cityOrTown.label,This is the label for the field,Town / Village,නගරය / ගම,நகரம் / கிராமம்
v2.field.address.country.label,Label for country in address,Country,රාජගීය,நாடு
v2.field.address.district.label,Label for district in address,District,දිස්ත්‍රික්කය,மாவட்டம்
v2.field.address.district2.label,This is the label for the field,District,දිස්ත්‍රික්කය,மாவட்டம்
v2.field.address.label.rural,Label for rural area,Rural,ප්‍රාන්තයේ,ஊராட்சி
v2.field.address.label.urban,Label for urban area,Urban,නගරයා,நகர்
v2.field.address.number.label,Label for address number,Number,අංකය,எண்
v2.field.address.postcodeOrZip.label,This is the label for the field,Postal Code,තැපැල් කේතය,அஞ்சல் குறியீடு
v2.field.address.province.label,Label for province in address,Province,පළාත,மாநிலம்
v2.field.address.residentialArea.label,Label for residential area in address,Street / Lane,වීදිය / මාවත,தெரு / ஒழுங்கை
v2.field.address.state.label,This is the label for the field,Province,පළාත,மாகாணம்
v2.field.address.street.label,Label for street in address,Street,වීදියවල,தெரு
v2.field.address.town.label,Label for town in address,Town / Village,නගරය / ගම,நகரம் / கிராமம்
